quoted_title,context,author,abstract,date
Osmanlı-Rus İlişkilerinden Bir Kesit 1826 Akkerman Andlaşması’nın “Müzakereleri”,"it: 1826 Akkerman Andlaşması'nın 'Müzakereleri'"", 42  Çınar Özen et.al.'ın ""The Montenegrin Policy of ","ASLANTAŞ, Selim
                        ","Bu makalede 1826 Akkerman Andlaşması’nın müzakereleri, Osmanlı arşiv kaynakları kullanılmak suretiyle incelenmektedir. Çar I. Nikola Bâb-ı Âli’ye verdiği bir ültimatomla, Osmanlı İmparatorluğu’ndan 1812 Bükreş Andlaşması’nın maddelerini “açıklığa kavuşturmak” için müzakere yapmak üzere sınıra murahhas göndermesini talep etmiştir. O dönemde siyasi-askeri açıdan kritik bir durumda bulunan Osmanlı İmparatorluğu, bu talebe olumlu cevap vermek zorunda kalmış ve Ruslarla müzakerelerde bulunmak için iki murahhas tayin etmiştir. İki ay devam eden müzakerelerin sonunda Ruslar, bazı önemsiz ayrıntılar dışında bütün taleplerini Osmanlılara kabul ettirmişlerdir. Akkerman Andlaşması, Osmanlılar için çaresizliğin diplomasisi olarak tanımlanabilir. Akkerman görünüşte çok kısa .mürlü olmasına rağmen, iki devlet arasında 1828–29 savaşından sonra imzalanan Edirne Andlaşması’nın omurgasını teşkil etmesi bakımından önemlidir.",2013-12-01
Osmanlı-Rus İlişkilerinden Bir Kesit 1826 Akkerman Andlaşması’nın “Müzakereleri”,"ttiği 1826 Akkerman Antlaşması'nı ele almaktadır. 48 Makalede Rusya'nın, Avrupa'nın kendi içindeki böl","ASLANTAŞ, Selim
                        ","Bu makalede 1826 Akkerman Andlaşması’nın müzakereleri, Osmanlı arşiv kaynakları kullanılmak suretiyle incelenmektedir. Çar I. Nikola Bâb-ı Âli’ye verdiği bir ültimatomla, Osmanlı İmparatorluğu’ndan 1812 Bükreş Andlaşması’nın maddelerini “açıklığa kavuşturmak” için müzakere yapmak üzere sınıra murahhas göndermesini talep etmiştir. O dönemde siyasi-askeri açıdan kritik bir durumda bulunan Osmanlı İmparatorluğu, bu talebe olumlu cevap vermek zorunda kalmış ve Ruslarla müzakerelerde bulunmak için iki murahhas tayin etmiştir. İki ay devam eden müzakerelerin sonunda Ruslar, bazı önemsiz ayrıntılar dışında bütün taleplerini Osmanlılara kabul ettirmişlerdir. Akkerman Andlaşması, Osmanlılar için çaresizliğin diplomasisi olarak tanımlanabilir. Akkerman görünüşte çok kısa .mürlü olmasına rağmen, iki devlet arasında 1828–29 savaşından sonra imzalanan Edirne Andlaşması’nın omurgasını teşkil etmesi bakımından önemlidir.",2013-12-01
"SOSYAL BİLGİLER DERSİNDE, SOSYOLOJİ EĞİTİMİNE İLİŞKİN YER ALAN KONULARA YÖNELİK ÖĞRETMEN ALGILARI","çılan askerî okullar ile eğitim alanına girmiştir (Aslan, 2016).","YILDIZ, M Cengiz
                        ","Social studies is a course that contains acquisitions related to different disciplines and gains in a prepared program with its wide field design, also taking into account the readiness development level of students while conveying information to them. These different acquisitions are a result of being in constant interaction with many social sciences disciplines. Acquisitions that are related sociology are included in social studies programs because sociology is one of the disciplines which social studies are constantly in a relationship with. The aim of this study is the evaluation of the matters related to sociology of education which is contained social studies programs in the direction of social sciences teachers’ views. The evaluation of issues related to sociology education in social studies programs in the direction of social sciences teachers’ views constitute the basis of study",2014-12-21
"SOSYAL BİLGİLER DERSİNDE, SOSYOLOJİ EĞİTİMİNE İLİŞKİN YER ALAN KONULARA YÖNELİK ÖĞRETMEN ALGILARI","e musabahat-i ahlakiye derslerine yer verilmiştir (Aslan, 2016).","YILDIZ, M Cengiz
                        ","Social studies is a course that contains acquisitions related to different disciplines and gains in a prepared program with its wide field design, also taking into account the readiness development level of students while conveying information to them. These different acquisitions are a result of being in constant interaction with many social sciences disciplines. Acquisitions that are related sociology are included in social studies programs because sociology is one of the disciplines which social studies are constantly in a relationship with. The aim of this study is the evaluation of the matters related to sociology of education which is contained social studies programs in the direction of social sciences teachers’ views. The evaluation of issues related to sociology education in social studies programs in the direction of social sciences teachers’ views constitute the basis of study",2014-12-21
BOSNA-HERSEK SORUNUNDA ULUSLARARASI YARGININ ROLÜ," katlimanın yaşandığı çatışmalar baş göstermiştir (Bağcı, 1994).","PAZARCI, Hüseyin
                        ", ,2014-07-31
BOSNA-HERSEK SORUNUNDA ULUSLARARASI YARGININ ROLÜ,"sı örgütlerin ve uluslararası yargının müdahalesi (Pazarcı, 1996) gibi kriterler bağlamında ele alınması bütüncül b","PAZARCI, Hüseyin
                        ", ,2014-07-31
BOSNA-HERSEK SORUNUNDA ULUSLARARASI YARGININ ROLÜ,"erine kadar girişim ve yaptırımları kapsamaktadır (Pazarcı, 1996).  (Bora, 1996).  Burak ÇAKIRCA saldırganlığına ra","PAZARCI, Hüseyin
                        ", ,2014-07-31
BOSNA-HERSEK SORUNUNDA ULUSLARARASI YARGININ ROLÜ,"çin özel bir mahkeme kurulması yoluna gidilmiştir (Pazarcı, 1996) Burak ÇAKIRCA bulmamıştır (Smidt, 2001).","PAZARCI, Hüseyin
                        ", ,2014-07-31
ASUR TİCARET KOLONİLERİ ÇAĞI’NDA (M.Ö. 1975-1725) TİMELKİYA KRALLIĞI,it gibi süs eşyalarının da ticaretini yapmışlardır104 .Ancak ticaret malı olarakekonomik değeri yüksek ,"ŞAHİN, Hasan Ali
                        ","Kültepe metinlerinden öğrendiğimize göre, M.Ö. II. bin yılın ilk çeyreğinde Anadolu’da hüküm süren şehir devletlerinden biri de Timelkiya krallığıdır. Timelkiya, Hahhum-Kaniš arasında son derece önemli bir istasyondur. Asurlu tüccarların kervanları buradan geçtiğinden Kaniš’in doğusunda ekonomik ve siyasi bir güç haline geldiği anlaşılmaktadır. Asurlu tüccarlar burada bir koloni kurarak şehrin ihtiyacı olan hammadde ve mamul eşyayı sağlamışlardır",2012-12-01
ASUR TİCARET KOLONİLERİ ÇAĞI’NDA (M.Ö. 1975-1725) TİMELKİYA KRALLIĞI," eşya taşıdıklarına dair bulgulara rastlanmaktadır226 . Ayrıca Asur-Kaniš güzergâh noktasında, tüccarla","ŞAHİN, Hasan Ali
                        ","Kültepe metinlerinden öğrendiğimize göre, M.Ö. II. bin yılın ilk çeyreğinde Anadolu’da hüküm süren şehir devletlerinden biri de Timelkiya krallığıdır. Timelkiya, Hahhum-Kaniš arasında son derece önemli bir istasyondur. Asurlu tüccarların kervanları buradan geçtiğinden Kaniš’in doğusunda ekonomik ve siyasi bir güç haline geldiği anlaşılmaktadır. Asurlu tüccarlar burada bir koloni kurarak şehrin ihtiyacı olan hammadde ve mamul eşyayı sağlamışlardır",2012-12-01
ASUR TİCARET KOLONİLERİ ÇAĞI’NDA (M.Ö. 1975-1725) TİMELKİYA KRALLIĞI," eşya taşıdıklarına dair bulgulara rastlanmaktadır226 . Ayrıca Asur-Kaniš güzergâh noktasında, tüccarla","ŞAHİN, Hasan Ali
                        ","Kültepe metinlerinden öğrendiğimize göre, M.Ö. II. bin yılın ilk çeyreğinde Anadolu’da hüküm süren şehir devletlerinden biri de Timelkiya krallığıdır. Timelkiya, Hahhum-Kaniš arasında son derece önemli bir istasyondur. Asurlu tüccarların kervanları buradan geçtiğinden Kaniš’in doğusunda ekonomik ve siyasi bir güç haline geldiği anlaşılmaktadır. Asurlu tüccarlar burada bir koloni kurarak şehrin ihtiyacı olan hammadde ve mamul eşyayı sağlamışlardır",2012-12-01
"Temel Sorunları ve Açılımları ile Sınıf Teorisi, Sınıf Bilinci ve Orta Sınıflar","talistler bir diğer ifade ile burjuvazi sınıfıdır (Arslan, 2004). Bu sınıf en pahalı tüketim mallarını satın alma ","ARSLAN, D. Ali
                        ","Çalışmanın temel amacı sınıf teorisini, temel açılımları ile birlikte ele alıp incelemektir. Bu amaç doğrultusunda, uzun yıllar sınıf teorisi açısından sorun oluşturan orta sınıf olgusu ile sınıf teorisinin sosyal-psikolojik boyutunu oluşturan sınıf bilinci üzerinde de duruldu. Çalışmada, toplumlarda var olan eşitsizlikler ile ilgili olarak bu güne değin ortaya konmuş düşüncelerin genel bir değerlendirilmesi yapıldı. Bu bağlamda, özellikle bu alandaki iki temel yaklaşımdan biri olan sınıf teorisi (öteki yaklaşım elit teorisidir) üzerinde yoğunlaşıldı. Marksist sınıf teorisi ve Weberci sınıf teorisi dikkatlice incelendiğinde, bunların birbirlerinden oldukça farklı ve sentezi olanaksız iki teori olduğun görülür. Bununla birlikte bazı düşünürler, Weberci düşünceyi Marks’a bir alternatif olarak değil de, Marksist sınıf teorisinin bir düzeltmesi ya da tamamlayıcısı olarak değerlendirirler. Her iki yaklaşım da sınıf olgusunu, ekonomi temeli üzerinde açıklamaya çalışır. Bununla birlikte Marksist yaklaşım sınıf teorisini üretim ilişkileri üzerine inşa ederken, Weberci yaklaşım pazar ilişkilerini temel alır",2004-12-01
"Temel Sorunları ve Açılımları ile Sınıf Teorisi, Sınıf Bilinci ve Orta Sınıflar"," da sınıf teorisi olarak ifade edilir (Weber, 1993, Arslan, 2004).","ARSLAN, D. Ali
                        ","Çalışmanın temel amacı sınıf teorisini, temel açılımları ile birlikte ele alıp incelemektir. Bu amaç doğrultusunda, uzun yıllar sınıf teorisi açısından sorun oluşturan orta sınıf olgusu ile sınıf teorisinin sosyal-psikolojik boyutunu oluşturan sınıf bilinci üzerinde de duruldu. Çalışmada, toplumlarda var olan eşitsizlikler ile ilgili olarak bu güne değin ortaya konmuş düşüncelerin genel bir değerlendirilmesi yapıldı. Bu bağlamda, özellikle bu alandaki iki temel yaklaşımdan biri olan sınıf teorisi (öteki yaklaşım elit teorisidir) üzerinde yoğunlaşıldı. Marksist sınıf teorisi ve Weberci sınıf teorisi dikkatlice incelendiğinde, bunların birbirlerinden oldukça farklı ve sentezi olanaksız iki teori olduğun görülür. Bununla birlikte bazı düşünürler, Weberci düşünceyi Marks’a bir alternatif olarak değil de, Marksist sınıf teorisinin bir düzeltmesi ya da tamamlayıcısı olarak değerlendirirler. Her iki yaklaşım da sınıf olgusunu, ekonomi temeli üzerinde açıklamaya çalışır. Bununla birlikte Marksist yaklaşım sınıf teorisini üretim ilişkileri üzerine inşa ederken, Weberci yaklaşım pazar ilişkilerini temel alır",2004-12-01
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI," konudur (Akbaş Tuna, Özkara ve Taş, 2019, s. 265;İyicil, 2021a;İyicil, 2021b). Bu çalışmada; KSS konusu ""yönetim ","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"arcamalara bağlı olarak maliyetleri bulunmaktadır (Cingöz ve Akdoğan, 2012). Bununla birlikte KSS faaliyetleri firmanın finan","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,enin sağlanmasına katkıda bulunulmaktadır (12)(13)(14). KSS anlayışıyla beraber sürdürülebilir kalkınma ,"SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,arının görevi olmadığının bilincine varmıştır (15)(16)(17).,"SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI," bulunmaları gerektiği hususlarını kavramışlardır (16,19). Bir çok endüstri kolunda, çok sayıda işletme,","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"unmaları gerektiği hususlarını kavramışlardır (16,19). Bir çok endüstri kolunda, çok sayıda işletme, mü","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"leri toplumdaki tüm kesimlerce kabul edilmektedir (19,20). Bu nedenle, işletme amaçları çerçevesinde sor","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"leri toplumdaki tüm kesimlerce kabul edilmektedir (19,20). Bu nedenle, işletme amaçları çerçevesinde sor","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"k zorunda kişiden beklenilen yükümlülüklerdir (13,23). Üstlenilen sorumluluğun yerine getirilip getiril","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"ilgili, toplumsal"" biçiminde tanımlanmaktadır (18,24). Bu tanımlara göre, sosyal sorumluluk kavramı kiş","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"ilgili, toplumsal"" biçiminde tanımlanmaktadır (18,24). Bu tanımlara göre, sosyal sorumluluk kavramı kiş","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"inamikleri ile şekillendiği öne sürülmektedir (12,(27)(28)(29)(30). Kurumsal sosyal sorumluluk anlayışı ","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"inamikleri ile şekillendiği öne sürülmektedir (12,(27)(28)(29)(30). Kurumsal sosyal sorumluluk anlayışı ","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
KURUMSAL SOSYAL SORUMLULUK ÜZERİNE BİR LİTERATÜR TARAMASI,"inamikleri ile şekillendiği öne sürülmektedir (12,(27)(28)(29)(30). Kurumsal sosyal sorumluluk anlayışı ","SEYİTOĞULLARI, Osman
                        ","Organizasyonların daha iyi bir toplumsal düzenin oluşturulması, çalışan haklarının iyileştirilmesi ve firma bazında çevresel sürdürülebilirliğe katkı sunmak amacıyla girişmiş oldukları bilinçli çabalar veya eylemler dizisi kurumsal sosyal sorumluluk olarak ifade edilir. Örgütsel faaliyetlerin yürütülmesi sürecinde sosyal sorumluluk, firmalar adına ihmal edilmemesi gereken önemli bir unsur olarak dikkat çekmektedir. Nitekim organizasyonlarda, kurumsal sosyal sorumluluğun üretkenliği arttırdığı, çalışan motivasyonunu yükselterek iş gören devir hızını düşürdüğü, paydaş kaynaklı baskıları en alt düzeye çektiği, güvenilir kurumsal bir firma imajı oluşturduğu, daha fazla yatırımcıyı firma bünyesine katabilme imkanına kavuşturduğu ve rekabet gücünü arttırdığı görülmektedir.  Bu çalışmada kavramsal olarak ele alındıktan sonra kurumsal sosyal sorumluğun amaçları, modelleri, avantajları ve dezavantajları detaylı bir şekilde irdelenmiştir.",2020-08-25
